benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.30122;0.25;378.648
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.27389;0.25;381.809
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.17125;0.25;394.167
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.57741;0.25;484.983
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.66925;0.25;468.297
bench1_base_variant;4096;1024;4096;0;0;0;0;38.5715;0.25;32.4073
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;38.5941;0.25;32.3884
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.23118;0.25;386.855
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.20189;0.25;390.395
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.29651;0.25;379.189
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.27618;0.25;381.542
