benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.95179;0.21;506.1
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.62706;0.21;761.308
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.59974;0.21;769.307
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.4757;0.21;807.854
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;7.06858;0.21;282.942
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.5839;0.21;774.023
bench1_base_variant;4096;1024;4096;0;0;0;0;155.519;0.21;12.8602
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;126.445;0.21;15.8171
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.39984;0.21;454.562
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.94438;0.21;507.05
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.55181;0.21;783.758
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.54141;0.21;786.965
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.42773;0.21;823.816
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;7.07123;0.21;282.836
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.54707;0.21;785.215
bench1_base_variant;512;1024;4096;0;0;0;0;139.457;0.25;14.3413
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;136.293;0.25;14.6743
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.78872;0.25;417.648
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.99213;0.25;500.986
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.03043;0.25;659.972
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.07123;0.25;651.205
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.72197;0.25;734.762
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;7.12941;0.25;280.528
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.83899;0.25;704.475
bench1_base_variant;1024;1024;4096;0;0;0;0;199.974;0.25;10.0013
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;190.517;0.25;10.4978
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.76861;0.25;419.41
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;4.22402;0.25;473.483
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.05014;0.25;655.707
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.06162;0.25;653.25
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.90072;0.25;689.484
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;7.13139;0.25;280.45
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.02995;0.25;660.076
bench1_base_variant;2048;1024;4096;0;0;0;0;202.141;0.25;9.8941
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;191.033;0.25;10.4694
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.81808;0.25;415.103
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;4.21451;0.25;474.551
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.01011;0.25;664.427
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.99763;0.25;667.193
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.87262;0.25;696.228
