benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.251296;0.05;4476.79
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.90618;0.05;590.187
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.251872;0.05;4466.55
bench1_base_variant;1024;1;1024;4096;0;0;0;0;1.68755;0.05;666.646
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;1.04448;0.05;1077.09
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.428032;0.05;2628.31
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.454144;0.05;2477.19
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.371696;0.05;3026.67
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.352256;0.05;3193.7
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.246192;0.05;4569.6
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.87648;0.05;599.527
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.244224;0.05;4606.43
bench1_base_variant;2048;1;1024;4096;0;0;0;0;2.08173;0.05;540.416
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;1.92646;0.05;583.971
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.431536;0.05;2606.97
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.452608;0.05;2485.59
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.353792;0.05;3179.83
