benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench5_3pass_optimized_read_skipping_partial_pss;4096;1;1024;4096;0;0;-0.5;0;0.656384;0.13;1904.37
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1;1024;4096;0;0;0;0;0.650128;0.13;1922.7
bench7_3pass_optimized_read_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.564144;0.13;2215.75
bench8_cub_flagged;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.00141;0.13;624.56
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.566768;0.13;2205.49
bench1_base_variant;512;1;1024;4096;0;0;0;0;17.6297;0.17;70.9032
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;17.6937;0.17;70.6466
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.02139;0.17;1223.82
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;1.06544;0.17;1173.22
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;0.849248;0.17;1471.89
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;0.834512;0.17;1497.88
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.706528;0.17;1769.22
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.09395;0.17;596.957
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.71168;0.17;1756.41
bench1_base_variant;1024;1;1024;4096;0;0;0;0;14.4328;0.17;86.6085
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;10.9747;0.17;113.898
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.02749;0.17;1216.56
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;1.05421;0.17;1185.72
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.830464;0.17;1505.18
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.818176;0.17;1527.79
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.707584;0.17;1766.57
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.06182;0.17;606.259
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.717168;0.17;1742.97
bench1_base_variant;2048;1;1024;4096;0;0;0;0;9.48685;0.17;131.761
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;4.99598;0.17;250.201
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.981616;0.17;1273.41
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;1.04795;0.17;1192.8
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.801792;0.17;1559.01
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1;1024;4096;0;0;0;0;0.80696;0.17;1549.02
bench7_3pass_optimized_read_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.702464;0.17;1779.45
bench8_cub_flagged;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.06694;0.17;604.758
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.711056;0.17;1757.95
bench1_base_variant;4096;1;1024;4096;0;0;0;0;4.62234;0.17;270.426
bench2_base_variant_skipping;4096;1;1024;4096;0;0;0;0;3.38995;0.17;368.737
bench3_3pass_streaming;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.983552;0.17;1270.9
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;1.05523;0.17;1184.57
bench5_3pass_optimized_read_skipping_partial_pss;4096;1;1024;4096;0;0;-0.5;0;0.800256;0.17;1562
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1;1024;4096;0;0;0;0;0.807424;0.17;1548.13
bench7_3pass_optimized_read_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.710144;0.17;1760.21
bench8_cub_flagged;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.06131;0.17;606.41
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.710528;0.17;1759.26
bench1_base_variant;512;1;1024;4096;0;0;0;0;22.2259;0.21;56.2406
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;21.955;0.21;56.9347
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.1433;0.21;1093.33
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;1.19194;0.21;1048.71
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;0.996816;0.21;1253.99
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;0.984176;0.21;1270.1
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.860576;0.21;1452.52
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.14323;0.21;583.231
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.858624;0.21;1455.82
bench1_base_variant;1024;1;1024;4096;0;0;0;0;20.5901;0.21;60.7088
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;18.6076;0.21;67.1768
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.13046;0.21;1105.74
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;1.1863;0.21;1053.69
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.974336;0.21;1282.92
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.962432;0.21;1298.79
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.845712;0.21;1478.04
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.1129;0.21;591.605
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.848896;0.21;1472.5
bench1_base_variant;2048;1;1024;4096;0;0;0;0;13.058;0.21;95.7266
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;7.36102;0.21;169.813
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.13008;0.21;1106.12
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;1.18374;0.21;1055.97
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.951776;0.21;1313.33
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1;1024;4096;0;0;0;0;0.941568;0.21;1327.57
bench7_3pass_optimized_read_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.838144;0.21;1491.39
